unit_category,tower_number,floor_area_sqft,size_segment,transaction_date,transaction_quarters,transaction_month,transaction_day,sale_price,price_segment,listing_status,client_id,client_type,date_of_birth,age,age_segment,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,buyers_type
Apartment,3,1174.48,Standard,2024-05-01,2,May,Wednesday,334121.61,Mid-market,Sold,C1382,Individual,1951-05-19,75.0,Retirees,M,USA,Oregon,Home,2.0,No,Website,Corporate Buyers
Apartment,3,1174.48,Standard,2024-05-01,2,May,Wednesday,349203.77,Mid-market,Sold,C0503,Individual,1943-09-26,82.0,Retirees,M,USA,Utah,Investment,2.0,Yes,Client,Corporate Buyers
Apartment,3,693.8499999999999,Compact,2024-05-01,2,May,Wednesday,199163.2,Budget,Sold,C1386,Individual,1947-08-23,78.0,Retirees,M,USA,Washington,Home,4.0,Yes,Website,Corporate Buyers
Apartment,3,1361.9,Spacious,2024-05-01,2,May,Wednesday,367708.79,Mid-market,Available,,,,,,,,,,,,,
Apartment,3,1607.94,Spacious,2024-05-01,2,May,Wednesday,512522.53,Premium,Available,,,,,,,,,,,,,
Apartment,3,1607.94,Spacious,2024-05-01,2,May,Wednesday,487171.09,Premium,Sold,C0310,Individual,1992-05-02,34.0,Peak Earners,M,UK,Northern Ireland,Home,3.0,No,Website,First Time Buyers
Apartment,4,1620.07,Spacious,2024-05-01,2,May,Wednesday,523966.96,Premium,Sold,C0925,Individual,1944-05-12,82.0,Retirees,M,Germany,Hamburg,Home,2.0,No,Website,First Time Buyers
Apartment,4,1630.82,Spacious,2024-05-01,2,May,Wednesday,539711.96,Premium,Sold,C0165,Individual,1956-07-11,70.0,Retirees,F,USA,California,Home,3.0,Yes,Website,Luxury Investors
Apartment,4,1630.82,Spacious,2024-05-01,2,May,Wednesday,498856.28,Premium,Available,,,,,,,,,,,,,
Apartment,4,783.03,Compact,2024-05-01,2,May,Wednesday,240057.11,Budget,Sold,C1246,Individual,1943-05-10,83.0,Retirees,F,Canada,Alberta,Home,2.0,No,Agency,First Time Buyers
Apartment,4,786.98,Compact,2024-05-01,2,May,Wednesday,206258.47,Budget,Sold,C1121,Individual,1985-06-02,41.0,Peak Earners,F,USA,California,Home,1.0,No,Client,Global Investors
Apartment,4,786.98,Compact,2024-05-01,2,May,Wednesday,227598.3,Budget,Sold,C0513,Individual,1999-03-07,27.0,Young Professionals,M,USA,Florida,Home,2.0,Yes,Agency,Corporate Buyers
Office,4,1614.62,Spacious,2024-05-01,2,May,Wednesday,608055.99,Premium,Sold,C1300,Individual,1961-01-06,65.0,Retirees,F,USA,California,Home,2.0,No,Website,Luxury Investors
Apartment,4,802.7900000000001,Standard,2024-05-01,2,May,Wednesday,235196.88,Budget,Sold,C1107,Individual,1948-01-15,78.0,Retirees,M,Canada,British Columbia,Home,1.0,No,Website,First Time Buyers
Apartment,4,1322.66,Spacious,2024-05-01,2,May,Wednesday,398928.35,Mid-market,Sold,C1655,Individual,1965-05-16,61.0,Retirees,F,USA,Texas,Investment,2.0,No,Website,Luxury Investors
Apartment,4,760.39,Compact,2024-05-01,2,May,Wednesday,242012.41,Budget,Sold,C0408,Individual,1977-02-03,49.0,Peak Earners,M,USA,California,Home,3.0,No,Website,Global Investors
Apartment,4,760.39,Compact,2024-05-01,2,May,Wednesday,201059.89,Budget,Sold,C1069,Individual,1992-06-13,34.0,Peak Earners,M,USA,Virginia,Home,3.0,Yes,Agency,Corporate Buyers
Apartment,4,1128.21,Standard,2024-05-01,2,May,Wednesday,311009.93,Mid-market,Sold,C1627,Individual,1973-08-14,52.0,Peak Earners,M,USA,California,Investment,1.0,No,Website,Global Investors
Office,4,1294.91,Spacious,2024-05-01,2,May,Wednesday,398599.37,Mid-market,Sold,C0822,Individual,1959-04-19,67.0,Retirees,F,USA,California,Investment,3.0,Yes,Website,Global Investors
Apartment,4,1294.91,Spacious,2024-05-01,2,May,Wednesday,403973.72,Mid-market,Sold,C0068,Individual,1966-02-26,60.0,Peak Earners,F,USA,Colorado,Home,5.0,Yes,Agency,Luxury Investors
Apartment,4,801.66,Standard,2024-05-01,2,May,Wednesday,262637.35,Budget,Available,,,,,,,,,,,,,
Office,4,786.05,Compact,2024-05-01,2,May,Wednesday,272856.78,Budget,Sold,C1253,Individual,1991-09-24,34.0,Peak Earners,M,USA,California,Home,2.0,No,Agency,Global Investors
Apartment,4,790.05,Compact,2024-05-01,2,May,Wednesday,256720.02,Budget,Sold,C0730,Individual,1988-05-09,38.0,Peak Earners,M,USA,California,Investment,4.0,No,Website,Global Investors
Apartment,4,790.05,Compact,2024-05-01,2,May,Wednesday,277760.89,Budget,Sold,C0060,Individual,1972-05-07,54.0,Peak Earners,F,USA,California,Home,5.0,No,Website,Global Investors
Office,4,790.05,Compact,2024-05-01,2,May,Wednesday,266440.01,Budget,Sold,C1620,Individual,1944-05-07,82.0,Retirees,M,USA,California,Home,1.0,Yes,Website,Global Investors
Office,4,800.13,Standard,2024-05-01,2,May,Wednesday,215216.2,Budget,Sold,C1881,Individual,1989-09-13,36.0,Peak Earners,F,USA,Oregon,Home,2.0,Yes,Website,Corporate Buyers
Apartment,4,780.74,Compact,2024-05-01,2,May,Wednesday,235532.69,Budget,Sold,C1156,Individual,1956-05-16,70.0,Retirees,F,USA,Virginia,Home,4.0,No,Agency,Corporate Buyers
Apartment,4,1616.99,Spacious,2024-05-01,2,May,Wednesday,504517.39,Premium,Sold,C0359,Individual,1951-03-10,75.0,Retirees,F,USA,California,Investment,1.0,No,Agency,Luxury Investors
Apartment,4,739.7,Compact,2024-05-01,2,May,Wednesday,193616.59,Budget,Available,,,,,,,,,,,,,
Apartment,5,799.1,Compact,2024-05-01,2,May,Wednesday,208960.43,Budget,Sold,C1051,Individual,1958-07-19,68.0,Retirees,F,USA,Virginia,Home,1.0,Yes,Agency,Corporate Buyers
Apartment,5,793.56,Compact,2024-05-01,2,May,Wednesday,264639.92,Budget,Sold,C1384,Individual,1988-03-10,38.0,Peak Earners,F,USA,California,Home,2.0,Yes,Agency,Global Investors
Apartment,5,629.2700000000001,Compact,2024-05-01,2,May,Wednesday,156700.2,Budget,Sold,C0213,Individual,1976-10-23,49.0,Peak Earners,M,USA,Florida,Investment,5.0,No,Agency,Corporate Buyers
Apartment,5,787.5,Compact,2024-05-01,2,May,Wednesday,260674.62,Budget,Available,,,,,,,,,,,,,
Apartment,5,1050.95,Standard,2024-05-01,2,May,Wednesday,282845.5,Budget,Sold,C1216,Individual,1997-07-10,29.0,Young Professionals,F,France,Normandy,Home,4.0,No,Website,First Time Buyers
Apartment,5,1006.65,Standard,2024-05-01,2,May,Wednesday,301730.1,Mid-market,Available,,,,,,,,,,,,,
Apartment,5,1006.65,Standard,2024-05-01,2,May,Wednesday,334696.9,Mid-market,Sold,C1007,Individual,1948-10-25,77.0,Retirees,F,UK,England,Home,4.0,No,Agency,First Time Buyers
Apartment,5,1272.4,Spacious,2024-05-01,2,May,Wednesday,372414.34,Mid-market,Available,,,,,,,,,,,,,
Apartment,5,1278.6,Spacious,2024-05-01,2,May,Wednesday,308068.85,Mid-market,Sold,C1878,Individual,1967-10-07,58.0,Peak Earners,M,USA,Washington,Home,5.0,No,Agency,Corporate Buyers
Office,5,786.2800000000001,Compact,2024-05-01,2,May,Wednesday,236804.87,Budget,Sold,C1538,Individual,1947-01-07,79.0,Retirees,F,USA,California,Investment,5.0,No,Website,Global Investors
Apartment,5,1051.39,Standard,2024-05-01,2,May,Wednesday,327070.05,Mid-market,Sold,C0259,Individual,1990-02-15,36.0,Peak Earners,F,USA,Oregon,Home,4.0,No,Website,Corporate Buyers
Apartment,5,1051.39,Standard,2024-05-01,2,May,Wednesday,311645.47,Mid-market,Sold,C0712,Individual,1991-01-21,35.0,Peak Earners,M,USA,California,Home,1.0,No,Agency,Global Investors
Apartment,5,1051.39,Standard,2024-05-01,2,May,Wednesday,308068.31,Mid-market,Sold,C1886,Individual,1999-11-16,26.0,Young Professionals,F,USA,California,Home,5.0,No,Website,Global Investors
Office,5,1787.13,Spacious,2024-05-01,2,May,Wednesday,512156.34,Premium,Sold,C0536,Individual,1956-03-14,70.0,Retirees,F,USA,Arizona,Investment,5.0,Yes,Website,Luxury Investors
Apartment,5,802.3299999999999,Standard,2024-05-01,2,May,Wednesday,267723.88,Budget,Sold,C0996,Individual,1956-06-11,70.0,Retirees,M,Canada,Manitoba,Home,2.0,Yes,Client,First Time Buyers
Apartment,5,802.3299999999999,Standard,2024-05-01,2,May,Wednesday,232731.8,Budget,Sold,C1887,Individual,1986-01-07,40.0,Peak Earners,F,USA,Oregon,Investment,1.0,No,Agency,Corporate Buyers
Apartment,5,627.56,Compact,2024-05-01,2,May,Wednesday,178814.53,Budget,Sold,C0713,Individual,1997-02-14,29.0,Young Professionals,F,USA,California,Investment,3.0,No,Agency,Global Investors
Office,5,791.2,Compact,2024-05-01,2,May,Wednesday,236639.12,Budget,Available,,,,,,,,,,,,,
Apartment,5,806.03,Standard,2024-05-01,2,May,Wednesday,252835.34,Budget,Sold,C2000,Individual,1996-03-24,30.0,Young Professionals,F,USA,Georgia,Home,1.0,Yes,Agency,Corporate Buyers
Apartment,5,806.03,Standard,2024-05-01,2,May,Wednesday,246214.1,Budget,Sold,C0181,Individual,1970-04-26,56.0,Peak Earners,M,USA,Texas,Home,2.0,Yes,Website,Corporate Buyers
Apartment,5,608.89,Compact,2024-05-01,2,May,Wednesday,190719.01,Budget,Sold,C1467,Individual,1951-07-19,75.0,Retirees,F,USA,California,Home,5.0,No,Client,Global Investors
Apartment,5,1272.95,Spacious,2024-05-01,2,May,Wednesday,331278.26,Mid-market,Available,,,,,,,,,,,,,
Office,5,1272.95,Spacious,2024-05-01,2,May,Wednesday,425609.69,Mid-market,Sold,C1889,Individual,1987-07-10,39.0,Peak Earners,M,USA,California,Home,4.0,Yes,Website,Global Investors
Apartment,5,1272.95,Spacious,2024-05-01,2,May,Wednesday,379974.43,Mid-market,Sold,C0100,Individual,1969-06-05,57.0,Peak Earners,M,USA,California,Home,3.0,No,Website,Global Investors
Apartment,5,1272.95,Spacious,2024-05-01,2,May,Wednesday,362373.17,Mid-market,Sold,C1835,Individual,1959-10-25,66.0,Retirees,F,Canada,Alberta,Investment,4.0,Yes,Agency,First Time Buyers
Apartment,5,1241.14,Spacious,2024-05-01,2,May,Wednesday,389944.98,Mid-market,Sold,C1617,Individual,1952-10-09,73.0,Retirees,F,USA,California,Home,3.0,No,Website,Global Investors
Apartment,5,1241.14,Spacious,2024-05-01,2,May,Wednesday,366304.94,Mid-market,Sold,C1278,Individual,1997-07-25,29.0,Young Professionals,M,USA,Utah,Home,4.0,No,Website,Corporate Buyers
Apartment,6,1720.95,Spacious,2024-05-01,2,May,Wednesday,560677.96,Premium,Sold,C0425,Individual,1965-03-11,61.0,Retirees,M,USA,Nevada,Home,2.0,No,Agency,Luxury Investors
Apartment,6,605.21,Compact,2024-05-01,2,May,Wednesday,203789.3,Budget,Sold,C0993,Individual,1954-03-11,72.0,Retirees,M,USA,California,Home,2.0,Yes,Website,Global Investors
Apartment,6,1925.28,Spacious,2024-05-01,2,May,Wednesday,661640.07,Premium,Sold,C1561,Individual,1964-04-28,62.0,Retirees,M,Mexico,Nuevo Leon,Investment,5.0,No,Agency,Luxury Investors
Apartment,6,1925.28,Spacious,2024-05-01,2,May,Wednesday,675765.41,Premium,Sold,C0226,Individual,1958-07-11,68.0,Retirees,F,USA,Colorado,Home,2.0,No,Website,Luxury Investors
Apartment,6,1617.43,Spacious,2024-05-01,2,May,Wednesday,498957.88,Premium,Sold,C1279,Individual,1943-10-12,82.0,Retirees,M,USA,California,Home,4.0,Yes,Website,Luxury Investors
Apartment,6,951.22,Standard,2024-05-01,2,May,Wednesday,251909.19,Budget,Sold,C1539,Individual,1997-05-13,29.0,Young Professionals,M,USA,Nevada,Home,1.0,No,Agency,Corporate Buyers
Apartment,6,951.22,Standard,2024-05-01,2,May,Wednesday,290766.8,Mid-market,Sold,C0805,Individual,1953-01-17,73.0,Retirees,M,Germany,Berlin,Home,1.0,Yes,Website,First Time Buyers
Apartment,6,1075.42,Standard,2024-05-01,2,May,Wednesday,349992.08,Mid-market,Available,,,,,,,,,,,,,
Apartment,6,986.97,Standard,2024-05-01,2,May,Wednesday,300282.89,Mid-market,Available,,,,,,,,,,,,,
Apartment,6,1194.12,Standard,2024-05-01,2,May,Wednesday,359774.82,Mid-market,Sold,C1270,Individual,1978-10-18,47.0,Peak Earners,F,USA,Texas,Home,4.0,No,Agency,Corporate Buyers
Apartment,6,1719.85,Spacious,2024-05-01,2,May,Wednesday,534355.36,Premium,Sold,C0875,Individual,1972-07-09,54.0,Peak Earners,M,Canada,Manitoba,Home,4.0,No,Website,First Time Buyers
Office,6,1678.17,Spacious,2024-05-01,2,May,Wednesday,515231.68,Premium,Sold,C0548,Individual,1980-04-11,46.0,Peak Earners,M,USA,California,Home,2.0,No,Agency,Luxury Investors
Apartment,6,1678.17,Spacious,2024-05-01,2,May,Wednesday,430423.76,Mid-market,Sold,C0403,Individual,1963-03-25,63.0,Retirees,F,Australia,New South Wales,Home,1.0,No,Website,First Time Buyers
Apartment,6,581.47,Compact,2024-05-01,2,May,Wednesday,156674.67,Budget,Available,,,,,,,,,,,,,
Apartment,6,581.47,Compact,2024-05-01,2,May,Wednesday,200926.35,Budget,Sold,C1968,Individual,1958-11-02,67.0,Retirees,F,USA,California,Investment,3.0,Yes,Client,Global Investors
Apartment,6,1890.0,Spacious,2024-05-01,2,May,Wednesday,598612.25,Premium,Sold,C1024,Individual,1969-08-03,56.0,Peak Earners,M,USA,Arizona,Investment,2.0,No,Agency,Luxury Investors
Office,6,1392.45,Spacious,2024-05-01,2,May,Wednesday,453250.7,Premium,Sold,C0475,Individual,1946-08-18,79.0,Retirees,M,Belgium,Wallonia,Investment,2.0,Yes,Agency,First Time Buyers
Apartment,6,1542.71,Spacious,2024-05-01,2,May,Wednesday,384958.51,Mid-market,Sold,C0278,Individual,1955-08-03,70.0,Retirees,F,USA,California,Investment,2.0,Yes,Website,Luxury Investors
Office,6,1159.75,Standard,2024-05-01,2,May,Wednesday,365063.85,Mid-market,Sold,C1830,Individual,1959-03-20,67.0,Retirees,F,USA,Arizona,Home,3.0,No,Website,Corporate Buyers
Apartment,6,1131.0,Standard,2024-05-01,2,May,Wednesday,336860.43,Mid-market,Available,,,,,,,,,,,,,
Apartment,6,1131.0,Standard,2024-05-01,2,May,Wednesday,371174.41,Mid-market,Sold,C0218,Individual,1970-01-24,56.0,Peak Earners,F,USA,California,Home,2.0,No,Website,Global Investors
Apartment,6,1353.81,Spacious,2024-05-01,2,May,Wednesday,306734.4,Mid-market,Sold,C0059,Individual,1960-06-16,66.0,Retirees,M,USA,California,Home,2.0,No,Website,Global Investors
Apartment,6,463.91,Compact,2024-05-01,2,May,Wednesday,150110.49,Budget,Sold,C1076,Individual,1980-10-28,45.0,Peak Earners,F,USA,Florida,Investment,3.0,No,Agency,Corporate Buyers
Apartment,6,1492.81,Spacious,2024-05-01,2,May,Wednesday,554882.17,Premium,Sold,C1250,Individual,1950-04-19,76.0,Retirees,M,USA,Nevada,Home,5.0,No,Agency,Luxury Investors
Apartment,6,550.99,Compact,2024-05-01,2,May,Wednesday,168571.44,Budget,Available,,,,,,,,,,,,,
Apartment,6,1476.63,Spacious,2024-05-01,2,May,Wednesday,529520.87,Premium,Sold,C1960,Individual,1987-08-02,38.0,Peak Earners,F,USA,Colorado,Home,2.0,Yes,Website,Luxury Investors
Apartment,6,1170.96,Standard,2024-05-01,2,May,Wednesday,330724.0,Mid-market,Available,,,,,,,,,,,,,
Apartment,7,888.5,Standard,2024-05-01,2,May,Wednesday,278826.18,Budget,Sold,C1401,Individual,1999-03-24,27.0,Young Professionals,F,USA,Virginia,Investment,1.0,No,Website,Corporate Buyers
Apartment,7,1144.09,Standard,2024-05-01,2,May,Wednesday,333120.5,Mid-market,Sold,C0171,Individual,1991-05-05,35.0,Peak Earners,F,USA,Washington,Investment,5.0,Yes,Client,Corporate Buyers
Office,7,1071.02,Standard,2024-05-01,2,May,Wednesday,296372.05,Mid-market,Available,,,,,,,,,,,,,
Apartment,7,1561.28,Spacious,2024-05-01,2,May,Wednesday,498082.29,Premium,Available,,,,,,,,,,,,,
Apartment,7,1495.37,Spacious,2024-05-01,2,May,Wednesday,499413.56,Premium,Sold,C0185,Individual,1945-07-02,81.0,Retirees,F,USA,Nevada,Home,4.0,Yes,Agency,Luxury Investors
Apartment,7,1239.87,Spacious,2024-05-01,2,May,Wednesday,397500.69,Mid-market,Sold,C0732,Individual,1985-03-03,41.0,Peak Earners,M,USA,Oregon,Home,5.0,No,Website,Luxury Investors
Apartment,7,1222.69,Spacious,2024-05-01,2,May,Wednesday,437259.52,Mid-market,Sold,C1259,Individual,1971-02-19,55.0,Peak Earners,M,USA,California,Investment,3.0,Yes,Agency,Global Investors
Apartment,7,573.8,Compact,2024-05-01,2,May,Wednesday,223711.79,Budget,Available,,,,,,,,,,,,,
Apartment,7,573.8,Compact,2024-05-01,2,May,Wednesday,203707.73,Budget,Sold,C0908,Individual,1960-11-17,65.0,Retirees,M,USA,California,Home,4.0,Yes,Agency,Global Investors
Office,7,768.05,Compact,2024-05-01,2,May,Wednesday,224288.36,Budget,Sold,C1255,Individual,1999-09-15,26.0,Young Professionals,M,USA,California,Home,3.0,No,Agency,Global Investors
Apartment,7,441.65,Compact,2024-05-01,2,May,Wednesday,114846.15,Budget,Sold,C0681,Company,1977-04-25,49.0,Peak Earners,F,USA,California,Home,3.0,No,Agency,Global Investors
Apartment,7,1487.05,Spacious,2024-05-01,2,May,Wednesday,445823.13,Premium,Sold,C1775,Individual,1970-10-07,55.0,Peak Earners,F,USA,California,Home,3.0,No,Agency,Luxury Investors
Apartment,7,1748.75,Spacious,2024-05-01,2,May,Wednesday,478202.61,Premium,Sold,C1805,Individual,1953-01-09,73.0,Retirees,M,UK,Northern Ireland,Investment,3.0,No,Website,First Time Buyers
Apartment,7,1755.26,Spacious,2024-05-01,2,May,Wednesday,509258.67,Premium,Available,,,,,,,,,,,,,
Apartment,7,1093.92,Standard,2024-05-01,2,May,Wednesday,319520.07,Mid-market,Sold,C0086,Individual,1968-12-20,57.0,Peak Earners,F,USA,California,Home,3.0,Yes,Website,Global Investors
Apartment,7,702.08,Compact,2024-05-01,2,May,Wednesday,198825.02,Budget,Sold,C1518,Individual,1994-10-08,31.0,Peak Earners,F,Australia,Victoria,Home,5.0,Yes,Agency,First Time Buyers
Apartment,7,498.61,Compact,2024-05-01,2,May,Wednesday,149009.47,Budget,Sold,C1408,Company,1963-11-13,62.0,Retirees,F,USA,California,Home,2.0,No,Agency,Global Investors
Apartment,7,1859.83,Spacious,2024-05-01,2,May,Wednesday,419927.79,Mid-market,Sold,C0571,Individual,1966-07-03,60.0,Peak Earners,M,USA,California,Home,3.0,No,Website,Luxury Investors
Apartment,7,601.23,Compact,2024-05-01,2,May,Wednesday,185349.98,Budget,Sold,C1739,Individual,1985-02-25,41.0,Peak Earners,M,Russia,Novosibirsk,Investment,3.0,Yes,Website,First Time Buyers
Apartment,7,601.23,Compact,2024-05-01,2,May,Wednesday,153965.78,Budget,Sold,C1632,Individual,1963-07-12,63.0,Retirees,F,USA,California,Investment,3.0,Yes,Agency,Global Investors
Apartment,7,601.23,Compact,2024-05-01,2,May,Wednesday,160509.63,Budget,Sold,C0421,Individual,1975-08-25,50.0,Peak Earners,M,Germany,Hesse,Investment,5.0,Yes,Website,First Time Buyers
Apartment,7,1589.6,Spacious,2024-05-01,2,May,Wednesday,461908.57,Premium,Sold,C0112,Individual,1960-10-01,65.0,Retirees,F,USA,California,Investment,1.0,Yes,Agency,Luxury Investors
Apartment,7,1629.83,Spacious,2024-05-01,2,May,Wednesday,512459.69,Premium,Sold,C0155,Company,1975-08-18,50.0,Peak Earners,M,USA,California,Investment,5.0,No,Agency,Luxury Investors
Apartment,8,1736.05,Spacious,2024-05-01,2,May,Wednesday,515896.71,Premium,Sold,C0102,Individual,1947-02-13,79.0,Retirees,M,USA,California,Investment,5.0,Yes,Website,Luxury Investors
Apartment,8,887.23,Standard,2024-05-01,2,May,Wednesday,245299.94,Budget,Sold,C0803,Individual,1945-12-13,80.0,Retirees,F,USA,Texas,Home,4.0,No,Agency,Corporate Buyers
Apartment,8,887.23,Standard,2024-05-01,2,May,Wednesday,259694.81,Budget,Available,,,,,,,,,,,,,
Apartment,8,1869.81,Spacious,2024-05-01,2,May,Wednesday,590633.76,Premium,Sold,C0865,Individual,1975-05-20,51.0,Peak Earners,F,USA,Colorado,Investment,5.0,Yes,Website,Luxury Investors
Apartment,8,737.92,Compact,2024-05-01,2,May,Wednesday,196686.19,Budget,Sold,C0090,Individual,1982-05-27,44.0,Peak Earners,M,USA,California,Home,5.0,No,Client,Global Investors
Apartment,8,534.8499999999999,Compact,2024-05-01,2,May,Wednesday,146835.08,Budget,Sold,C0265,Company,1967-04-13,59.0,Peak Earners,M,Belgium,Flanders,Home,1.0,No,Website,First Time Buyers
Apartment,8,1501.64,Spacious,2024-05-01,2,May,Wednesday,448702.07,Premium,Sold,C0070,Individual,1947-04-27,79.0,Retirees,F,USA,Arizona,Home,4.0,Yes,Website,Luxury Investors
Apartment,8,1625.38,Spacious,2024-05-01,2,May,Wednesday,434040.89,Mid-market,Available,,,,,,,,,,,,,
Apartment,8,1625.38,Spacious,2024-05-01,2,May,Wednesday,526678.44,Premium,Sold,C0418,Individual,1996-08-20,29.0,Young Professionals,M,USA,Arizona,Home,5.0,No,Agency,Luxury Investors
Apartment,8,1431.61,Spacious,2024-05-01,2,May,Wednesday,411435.44,Mid-market,Available,,,,,,,,,,,,,
Apartment,8,1431.61,Spacious,2024-05-01,2,May,Wednesday,386241.87,Mid-market,Sold,C1124,Individual,1976-02-04,50.0,Peak Earners,F,USA,Oregon,Investment,5.0,Yes,Website,Luxury Investors
Apartment,8,1431.61,Spacious,2024-05-01,2,May,Wednesday,452279.2,Premium,Sold,C1903,Individual,1991-12-01,34.0,Peak Earners,F,USA,Nevada,Home,2.0,No,Website,Luxury Investors
Apartment,8,1848.51,Spacious,2024-05-01,2,May,Wednesday,624161.31,Premium,Available,,,,,,,,,,,,,
Apartment,8,1070.46,Standard,2024-05-01,2,May,Wednesday,345048.44,Mid-market,Available,,,,,,,,,,,,,
Office,8,1070.46,Standard,2024-05-01,2,May,Wednesday,380050.07,Mid-market,Sold,C0072,Individual,1953-02-03,73.0,Retirees,M,USA,Nevada,Investment,2.0,No,Website,Corporate Buyers
Apartment,8,1253.18,Spacious,2024-05-01,2,May,Wednesday,357323.56,Mid-market,Available,,,,,,,,,,,,,
Office,8,1253.18,Spacious,2024-05-01,2,May,Wednesday,399671.51,Mid-market,Sold,C0099,Individual,1941-12-01,84.0,Retirees,M,USA,California,Investment,4.0,No,Website,Global Investors
Office,8,1410.88,Spacious,2024-05-01,2,May,Wednesday,422684.36,Mid-market,Sold,C1565,Individual,1980-08-08,45.0,Peak Earners,M,Mexico,Jalisco,Home,4.0,No,Agency,First Time Buyers
Apartment,8,673.8599999999999,Compact,2024-05-01,2,May,Wednesday,220642.17,Budget,Sold,C0080,Individual,1949-01-16,77.0,Retirees,F,USA,California,Investment,3.0,No,Website,Global Investors
Office,8,1490.59,Spacious,2024-05-01,2,May,Wednesday,503414.2,Premium,Sold,C0458,Individual,1995-07-04,31.0,Peak Earners,M,USA,Oregon,Investment,1.0,No,Agency,Luxury Investors
Apartment,8,1175.51,Standard,2024-05-01,2,May,Wednesday,353812.59,Mid-market,Available,,,,,,,,,,,,,
Office,8,543.08,Compact,2024-05-01,2,May,Wednesday,165991.05,Budget,Available,,,,,,,,,,,,,
Apartment,8,480.99,Compact,2024-05-01,2,May,Wednesday,153410.17,Budget,Sold,C1362,Individual,1965-04-13,61.0,Retirees,F,USA,California,Investment,1.0,Yes,Agency,Global Investors
Apartment,8,913.15,Standard,2024-05-01,2,May,Wednesday,251686.03,Budget,Sold,C0392,Individual,1977-06-14,49.0,Peak Earners,F,USA,Arizona,Home,2.0,Yes,Website,Corporate Buyers
Apartment,8,913.15,Standard,2024-05-01,2,May,Wednesday,270241.73,Budget,Sold,C1910,Company,1985-10-04,40.0,Peak Earners,M,USA,California,Home,2.0,Yes,Agency,Global Investors
Apartment,8,559.73,Compact,2024-05-01,2,May,Wednesday,151476.69,Budget,Available,,,,,,,,,,,,,
Apartment,8,1891.72,Spacious,2024-05-01,2,May,Wednesday,533253.25,Premium,Sold,C0954,Individual,1950-04-08,76.0,Retirees,M,France,Brittany,Investment,4.0,Yes,Agency,First Time Buyers
Office,9,1315.55,Spacious,2024-05-01,2,May,Wednesday,401129.35,Mid-market,Available,,,,,,,,,,,,,
Apartment,9,952.38,Standard,2024-05-01,2,May,Wednesday,291557.41,Mid-market,Sold,C1740,Individual,1951-09-15,74.0,Retirees,F,USA,California,Home,5.0,Yes,Website,Global Investors
Office,9,952.38,Standard,2024-05-01,2,May,Wednesday,329697.1,Mid-market,Available,,,,,,,,,,,,,
Apartment,9,924.6,Standard,2024-05-01,2,May,Wednesday,248353.36,Budget,Sold,C1066,Individual,1941-09-21,84.0,Retirees,F,Australia,Victoria,Home,1.0,No,Website,First Time Buyers
Apartment,9,1115.88,Standard,2024-05-01,2,May,Wednesday,358332.02,Mid-market,Sold,C1979,Individual,1942-05-25,84.0,Retirees,M,USA,Colorado,Home,3.0,Yes,Agency,Corporate Buyers
Apartment,9,914.61,Standard,2024-05-01,2,May,Wednesday,294158.67,Mid-market,Sold,C0006,Individual,1957-03-06,69.0,Retirees,M,USA,California,Home,3.0,Yes,Website,Global Investors
Office,9,1426.22,Spacious,2024-05-01,2,May,Wednesday,457069.23,Premium,Sold,C0476,Individual,1997-04-05,29.0,Young Professionals,M,USA,Florida,Home,3.0,No,Agency,Luxury Investors
Office,9,973.52,Standard,2024-05-01,2,May,Wednesday,258281.48,Budget,Sold,C1429,Individual,1991-10-01,34.0,Peak Earners,M,USA,Nevada,Investment,5.0,No,Agency,Corporate Buyers
Apartment,9,1376.88,Spacious,2024-05-01,2,May,Wednesday,444270.56,Premium,Sold,C0829,Individual,1960-11-16,65.0,Retirees,M,USA,Utah,Investment,3.0,No,Website,Luxury Investors
Office,9,1582.79,Spacious,2024-05-01,2,May,Wednesday,507510.6,Premium,Sold,C1851,Individual,1954-06-08,72.0,Retirees,F,UK,England,Home,3.0,Yes,Agency,First Time Buyers
Apartment,9,1260.31,Spacious,2024-05-01,2,May,Wednesday,398439.84,Mid-market,Available,,,,,,,,,,,,,
Apartment,9,1260.31,Spacious,2024-05-01,2,May,Wednesday,422763.47,Mid-market,Available,,,,,,,,,,,,,
Apartment,9,786.13,Compact,2024-05-01,2,May,Wednesday,186004.47,Budget,Available,,,,,,,,,,,,,
Apartment,9,662.3199999999999,Compact,2024-05-01,2,May,Wednesday,187337.33,Budget,Sold,C1178,Individual,1950-07-16,76.0,Retirees,F,USA,California,Home,1.0,No,Agency,Global Investors
Apartment,9,1264.94,Spacious,2024-05-01,2,May,Wednesday,408862.02,Mid-market,Sold,C0020,Individual,1967-10-17,58.0,Peak Earners,F,USA,California,Home,5.0,No,Website,Global Investors
Apartment,9,1938.15,Spacious,2024-05-01,2,May,Wednesday,599421.75,Premium,Sold,C1012,Individual,1960-10-20,65.0,Retirees,M,USA,New York,Home,4.0,Yes,Website,Luxury Investors
Apartment,9,1816.78,Spacious,2024-05-01,2,May,Wednesday,484595.35,Premium,Sold,C1221,Individual,1984-05-23,42.0,Peak Earners,F,USA,Nevada,Investment,2.0,No,Agency,Luxury Investors
Apartment,9,599.72,Compact,2024-05-01,2,May,Wednesday,167173.35,Budget,Available,,,,,,,,,,,,,
